start,goal,length,capacity,street,n_direction,hodou,width,cross_node,from_,to_
994,747,131.741,1569.0,市道3号線_3,2,1,6.0,1,183,128
994,990,185.227,581.5129544,市道1394号線,2,1,5.271709848,0,183,180
995,1216,54.855,1629.0,市道1220号線,2,1,6.3,0,184,228
995,1000,115.272,1629.0,市道1220号線,2,1,6.3,0,184,189
996,829,148.277,1569.0,市道3号線_3,2,1,6.0,1,185,154
996,828,42.841,1569.0,市道3号線_4,2,1,6.0,1,185,153
996,827,59.018,1192.0,市道4号線,1,1,5.3,0,185,152
996,1376,274.75,1321.759975,市道4号線,1,1,5.28644586,0,185,257
997,523,64.452,1669.0,市道2号線,2,1,7.0,0,186,86
997,998,200.771,1669.0,市道1217号線,2,1,6.995487396,0,186,187
997,760,159.526,650.0,市道2号線,2,1,5.5,0,186,136
998,1002,61.887,1669.0,市道1217号線,2,1,6.7,0,187,191
998,999,61.329,350.0,市道1219号線,2,1,4.5,0,187,188
998,997,200.771,1669.0,市道1217号線,2,1,6.995487396,0,187,186
999,1000,100.679,350.0,市道1219号線,2,1,4.5,0,188,189
999,998,61.329,350.0,市道1219号線,2,1,4.5,0,188,187
1000,995,115.272,1629.0,市道1220号線,2,1,6.3,0,189,184
1000,999,100.679,350.0,市道1219号線,2,1,4.5,0,189,188
1000,125,129.921,1629.0,市道1220号線,2,1,6.3,0,189,24
1001,1225,52.917,1669.0,県道51号線_6,2,1,10.0,1,190,230
1001,999,180.564,1192.0,市道1218号線,1,1,3.5,0,190,188
1001,1216,102.828,1669.0,県道51号線_5,2,1,10.0,1,190,228
1002,1225,101.308,1669.0,市道1217号線,2,1,6.7,0,191,230
1002,998,61.887,1669.0,市道1217号線,2,1,6.7,0,191,187
1002,1003,159.593,650.0,市道1213号線,2,1,5.5,0,191,192
1003,402,23.156,1750.0,初雁城通り_4,2,0,9.0,1,192,69
1003,1002,159.593,650.0,市道1213号線,2,1,5.5,0,192,191
1003,760,269.102,1750.0,初雁城通り_3,2,0,9.0,1,192,136
1008,748,111.496,1708.0,市道5号線_2,2,0,6.3,1,193,129
1008,541,69.651,241.7108154,市道1392号線,2,1,4.081638455,0,193,90
1008,1276,123.597,1708.0,市道5号線_2,2,0,6.3,1,193,242
1009,47,128.738,1488.0,市道1430号線,2,1,5.6,0,194,6
1009,747,201.111,1645.0,市道5号線_1,2,0,6.0,1,194,128
1009,991,239.883,1645.0,市道5号線_1,2,0,6.0,1,194,181
1064,97,136.897,1669.0,県道246号線_1,2,1,7.5,1,195,14
1064,784,83.647,1669.0,市道1283号線,2,1,7.6,1,195,144
1064,1437,93.426,1669.0,県道246号線_2,2,1,7.5,1,195,269
1076,257,39.586,1750.0,県道51号線_10,2,0,6.7,1,196,56
1076,256,54.286,1750.0,県道51号線_10,2,0,6.7,1,196,55
565,564,81.391,1750.0,県道15号線_7,2,0,7.0,1,98,97
1206,564,91.731,1750.0,県道15号線_7,2,0,7.0,1,224,97
1151,201,105.511,80.0,市道1197号線,2,1,3.6,0,197,37
1153,682,107.642,1669.0,市道14号線_1,2,1,8.3,1,198,113
1153,201,64.295,1192.0,市道1194号線,1,1,5.0,0,198,37
1153,103,137.755,1192.0,市道1199号線,1,1,4.5,0,198,17
1153,673,102.64,1669.0,市道14号線_1,2,1,8.3,1,198,111
1154,110,166.02,200.0,市道1120号線,2,1,4.0,1,199,19
1154,1449,181.913,573.9394381,市道1139号線,2,1,4.582822558,1,199,273
1154,1334,293.058,321.4458571,市道1147号線,2,1,4.039646759,0,199,250
1155,739,71.777,1192.0,市道1179号線,1,1,4.7,0,200,125
1155,765,106.227,230.0,市道1184号線,2,1,4.1,0,200,141
1156,1155,105.832,1192.0,市道1179号線,1,1,4.7,0,201,200
1156,1170,181.784,110.0,市道1178号線,2,1,3.7,0,201,210
1157,733,79.73,1669.0,市道14号線_2,2,1,8.3,1,202,123
1157,1156,66.784,1192.0,市道1179号線,1,1,4.5,0,202,201
1157,197,90.461,1669.0,市道14号線_2,2,1,8.3,1,202,35
1158,1159,27.08,1750.0,市道1174号線_2,2,0,6.5,1,203,204
1158,271,107.063,1569.0,市道15号線_2,2,1,6.0,1,203,60
1158,277,410.532,1569.0,市道15号線_1,2,1,6.0,1,203,61
1159,1158,27.08,1750.0,市道1174号線_2,2,0,6.5,1,204,203
1159,736,171.385,620.0,市道1174号線_2,2,1,5.4,1,204,124
1161,271,28.168,1750.0,県道39号線_5,2,0,10.9,1,205,60
1161,1159,128.258,1192.0,市道1168号線,1,1,4.7,0,205,204
1161,763,117.732,1669.0,県道39号線_6,2,1,10.9,1,205,139
1162,764,62.329,140.0,市道1180号線,2,1,3.8,0,206,140
1162,1163,33.55,50.0,市道1183号線,2,1,3.4,0,206,207
1162,767,63.692,140.0,市道1180号線,2,1,3.8,0,206,142
1163,1162,33.55,50.0,市道1183号線,2,1,3.4,0,207,206
1163,1167,72.789,110.0,市道1182号線,2,1,3.7,0,207,209
1163,1166,100.815,128.5865199,市道1183号線,2,1,3.714346079,0,207,208
1166,765,47.537,1750.0,県道39号線_10,2,1,6.9,1,208,141
1166,549,30.582,1750.0,県道39号線_11,2,1,6.9,1,208,93
1166,1163,100.815,128.5865199,市道1183号線,2,1,3.714346079,0,208,207
1167,767,53.911,1569.0,市道1179号線,1,1,6.0,0,209,142
1167,1163,72.789,110.0,市道1182号線,2,1,3.7,0,209,207
1170,198,69.132,1569.0,市道1174号線_1,2,1,6.0,1,210,36
1170,1156,181.784,110.0,市道1178号線,2,1,3.7,0,210,201
1170,736,136.989,1669.0,市道1174号線_1,2,1,8.646002234,1,210,124
1171,1375,96.733,1669.0,市道1140号線,2,1,8.6,0,211,256
1171,1346,41.713,350.0,市道1132号線,2,1,4.5,0,211,252
1171,115,27.123,650.0,市道1132号線,2,1,5.5,0,211,20
1171,1172,153.929,520.7023628,市道1140号線,2,1,5.063754068,0,211,212
1172,154,3.793,1750.0,県道51号線_10,2,0,6.7,1,212,29
1172,117,24.005,1750.0,県道51号線_10,2,0,6.7,1,212,22
1172,1171,153.929,520.7023628,市道1140号線,2,1,5.063754068,0,212,211
1174,1225,84.7,1669.0,市道1206号線,2,1,6.7,0,213,230
1174,1179,74.271,350.0,市道1204号線,2,1,4.5,0,213,215
1174,549,107.39,1642.788621,市道1206号線,2,1,6.437886209,0,213,93
1174,211,350.0,650.0,市道1207号線,2,1,6.534721282,0,213,43
1176,761,86.551,1669.0,本町通り,2,1,10.9,1,214,137
1176,1179,87.191,350.0,市道1204号線,2,1,4.5,0,214,215
1176,106,77.929,1669.0,本町通り,2,1,10.9,1,214,18
1179,1180,87.046,50.0,市道1205号線,2,1,3.5,0,215,216
1179,1174,74.271,350.0,市道1204号線,2,1,4.5,0,215,213
1179,1176,87.191,350.0,市道1204号線,2,1,4.5,0,215,214
1180,1225,65.297,1669.0,県道51号線_6,2,1,10.5,1,216,230
1180,761,91.594,1669.0,県道51号線_6,2,1,10.5,1,216,137
1180,1179,87.046,50.0,市道1205号線,2,1,3.5,0,216,215
1184,37,2.54,1669.0,市道1221号線,2,1,6.7,0,217,5
1184,214,246.382,1669.0,市道1221号線,2,1,6.7,0,217,44
1185,359,1.754,50.0,市道1208号線,2,1,3.5,0,218,65
1185,1444,61.319,50.0,市道1208号線,2,1,3.5,0,218,270
1185,211,73.592,1669.0,市道1210号線,2,1,8.0,0,218,43
1186,207,57.663,1669.0,県道51号線_2,2,1,9.3,1,219,41
1186,1211,20.437,1669.0,県道51号線_3,2,1,9.3,1,219,225
1186,359,163.294,50.0,市道1208号線,2,1,2.5,0,219,65
1187,206,45.571,1669.0,市道1209号線,2,1,7.3,0,220,40
1187,207,107.501,1669.0,市道1209号線,2,1,7.3,0,220,41
1192,944,95.91,1669.0,県道39号線_3,2,1,8.5,1,221,169
1192,937,89.62,1569.0,市道1341号線,2,1,6.0,0,221,166
1192,746,103.267,1669.0,県道39号線_3,2,1,8.5,1,221,127
1199,1205,112.904,1669.0,県道39号線_2,2,1,8.0,1,222,223
1199,746,170.987,1669.0,県道39号線_2,2,1,8.0,1,222,127
1205,1199,112.904,1669.0,県道39号線_2,2,1,8.0,1,223,222
1205,1272,128.564,1750.0,市道1361号線,2,0,8.130575433,0,223,240
1205,1393,90.594,1669.0,県道39号線_2,2,1,8.0,1,223,261
563,1206,106.42,1750.0,県道15号線_8,2,0,7.0,1,96,224
1206,563,106.42,1750.0,県道15号線_8,2,0,7.0,1,224,96
1206,207,101.003,1669.0,県道51号線_1,2,1,9.3,1,224,41
1206,944,204.936,1669.0,県道39号線_3,2,1,8.3,1,224,169
1211,1186,20.437,1669.0,県道51号線_3,2,1,9.3,1,225,219
1211,1214,43.398,1669.0,県道51号線_3,2,1,9.3,1,225,226
1211,37,41.58,1669.0,市道1221号線,2,1,6.7,0,225,5
1214,1211,43.398,1669.0,県道51号線_3,2,1,9.3,1,226,225
1214,1216,96.094,1669.0,県道51号線_4,2,1,10.0,1,226,228
1214,211,169.416,1669.0,市道14号線_3,2,1,8.2,1,226,43
1215,95,126.476,1669.0,県道39号線_1,2,1,8.0,1,227,12
1215,1429,88.632,1669.0,県道39号線_1,2,1,8.0,1,227,265
1216,1214,96.094,1669.0,県道51号線_4,2,1,10.0,1,228,226
1216,995,54.855,1629.0,市道1220号線,2,1,6.3,0,228,184
1216,1001,102.828,1669.0,県道51号線_5,2,1,10.0,1,228,190
1224,117,47.522,1750.0,県道51号線_11,2,0,6.7,1,229,22
1224,1226,12.954,50.0,市道1138号線,2,1,3.0,0,229,231
1224,220,107.194,1750.0,県道51号線_13,2,0,6.7,1,229,45
1225,1001,52.917,1669.0,県道51号線_6,2,1,10.0,1,230,190
1225,1180,65.297,1669.0,県道51号線_6,2,1,10.5,1,230,216
1225,1174,84.7,1669.0,市道1206号線,2,1,6.7,0,230,213
1225,1002,101.308,1669.0,市道1217号線,2,1,6.7,0,230,191
1226,116,57.999,50.0,市道1138号線,2,1,3.0,0,231,21
1226,1224,12.954,50.0,市道1138号線,2,1,3.0,0,231,229
1227,115,6.701,200.0,市道1132号線,2,1,4.0,0,232,20
1227,611,111.183,200.0,市道1132号線,2,1,4.0,0,232,103
1227,647,219.964,590.0,市道1137号線,2,1,5.3,0,232,108
1231,820,65.032,1669.0,県道51号線_8,2,1,7.2,1,233,148
1231,1265,159.653,1669.0,市道1152号線,2,1,6.7,0,233,239
1231,1402,217.817,1669.0,県道51号線_9,2,1,6.7,1,233,262
1232,237,52.457,1669.0,県道12号線_2,2,1,10.5,1,234,54
1232,1234,39.73,1669.0,県道12号線_3,2,1,10.5,1,234,235
1232,1273,28.653,1669.0,市道1144号線,2,1,7.8,0,234,241
1232,1253,289.064,1669.0,市道1105号線,2,1,6.5,0,234,236
1234,1232,39.73,1669.0,県道12号線_3,2,1,10.5,1,235,234
1234,1273,28.307,1669.0,市道1145号線,1,1,7.5,0,235,241
1234,110,105.897,1686.314145,県道12号線_5,2,1,8.5,1,235,19
1253,271,222.768,1569.0,市道1108号線_1,2,1,6.0,1,236,60
1253,110,298.609,1569.0,市道1108号線_2,2,1,6.0,1,236,19
1253,1232,289.064,1669.0,市道1105号線,2,1,6.5,0,236,234
1254,436,104.498,1750.0,市道6号線_1,2,0,9.0,1,237,75
1254,1262,62.244,1569.0,市道1343号線_1,1,1,6.0,0,237,238
1254,95,180.99,1750.0,市道6号線_2,2,0,9.954072601,1,237,12
1262,1272,381.257,1569.0,市道1343号線_3,1,1,6.0,0,238,240
1265,237,54.268,1669.0,市道1152号線,2,1,6.7,0,239,54
1265,1273,82.283,1192.0,市道1145号線,1,1,4.5,0,239,241
1265,1231,159.653,1669.0,市道1152号線,2,1,6.7,0,239,233
1272,1277,212.5,1569.0,市道1343号線_5,1,1,6.0,0,240,243
1272,1205,128.564,1750.0,市道1361号線,2,0,8.130575433,0,240,223
1273,1232,28.653,1669.0,市道1144号線,2,1,7.8,0,241,234
1276,563,44.419,1708.0,市道5号線_2,2,0,6.3,1,242,96
1276,535,134.431,440.0,市道1388号線,2,1,4.8,0,242,88
1276,1008,123.597,1708.0,市道5号線_2,2,0,6.3,1,242,193
1277,1278,78.699,1569.0,市道1343号線_5,1,1,6.0,0,243,244
1278,232,102.115,1750.0,市道3号線_1,2,0,9.0,1,244,53
1278,937,116.427,1569.0,市道1343号線_6,1,1,6.0,0,244,166
1278,746,85.654,1750.0,市道3号線_2,2,0,10.0,1,244,127
1280,98,125.112,1750.0,県道229号線_1,2,0,10.1,1,245,15
1280,1448,144.291,1750.0,県道229号線_2,2,0,10.1,1,245,272
1280,210,60.662,1192.0,市道1340号線,1,1,3.7,0,245,42
1280,1281,53.834,500.0,市道1313号線_2,2,1,5.0,0,245,246
1281,1280,53.834,500.0,市道1313号線_2,2,1,5.0,0,246,245
1281,444,167.052,1723.089703,市道1314号線,2,0,7.467441874,0,246,78
563,634,246.83,1750.0,県道15号線_9,2,0,7.0,1,96,105
634,563,246.83,1750.0,県道15号線_9,2,0,7.0,1,105,96
1318,733,95.196,1669.0,市道1200号線,1,1,7.2,0,248,123
1318,1444,172.467,50.0,市道1202号線,2,1,3.5,0,248,270
1325,688,144.506,1529.0,市道1447号線,2,1,5.8,0,249,114
1325,719,146.003,1529.0,市道1444号線,2,1,5.8,0,249,118
1325,969,179.038,1604.152314,市道1443号線,2,1,6.283122019,0,249,171
1334,1375,95.123,1569.0,市道1140号線,2,1,6.0,0,250,256
1334,1377,189.234,922.0664257,市道1140号線,2,1,5.648023083,0,250,258
1334,1154,293.058,321.4458571,市道1146号線,2,1,4.039646759,0,250,199
1335,757,79.585,50.0,市道1227号線,2,1,3.5,0,251,134
1335,980,264.41,1608.371053,市道1229号線,2,1,6.196855263,0,251,176
1335,595,159.083,782.7594463,市道1547号線,2,1,4.991762162,0,251,100
1346,1402,53.019,350.0,市道1132号線,2,1,4.5,0,252,262
1346,1171,41.713,350.0,市道1132号線,2,1,4.5,0,252,211
1346,1375,103.573,50.0,市道1151号線,2,1,3.5,0,252,256
1348,688,73.911,1529.0,市道1441号線,1,1,5.8,0,253,114
1348,1376,166.323,1548.0,市道1448号線,2,1,5.9,0,253,257
1353,102,51.163,1669.0,市道1311号線,2,1,7.2,0,254,16
1353,1434,122.028,746.2901055,市道1311号線,2,0,5.660641,0,254,267
1355,2,96.731,1375.0,市道8号線_2,2,0,8.0,1,255,2
1355,313,172.263,80.0,市道1324号線,2,1,3.6,0,255,63
1355,8,129.005,1750.0,市道8号線_3,2,0,15.0,1,255,3
1375,1334,95.123,1569.0,市道1140号線,2,1,6.0,0,256,250
1375,1171,96.733,1669.0,市道1140号線,2,1,8.6,0,256,211
1375,1346,103.573,50.0,市道1151号線,2,1,3.5,0,256,252
1376,1348,166.323,1548.0,市道1448号線,2,1,5.9,0,257,253
1376,466,151.722,1750.0,市道4号線,1,0,6.5,0,257,81
1377,1334,189.234,922.0664257,市道1140号線,2,1,5.648023083,0,258,250
1384,765,87.716,1750.0,県道39号線_9,2,1,6.9,1,259,141
1384,197,91.878,1750.0,県道39号線_9,2,1,6.9,1,259,35
1389,1393,51.71,1666.0,市道1432号線,2,0,6.1,0,260,261
1393,1389,51.71,1666.0,市道1432号線,2,0,6.1,0,261,260
1393,1205,90.594,1669.0,県道39号線_2,2,1,8.0,1,261,223
1393,914,98.514,1669.0,県道39号線_1,2,1,8.0,1,261,163
1402,257,24.105,1669.0,県道51号線_9,2,1,6.7,1,262,56
1402,1346,53.019,350.0,市道1132号線,2,1,4.5,0,262,252
1402,1231,217.817,1669.0,県道51号線_9,2,1,6.7,1,262,233
1403,516,58.53,1750.0,市道1157号線,2,0,10.0,0,263,85
1403,819,66.643,1750.0,市道1157号線,2,0,10.0,0,263,147
1403,1404,42.81,1669.0,市道1156号線,2,1,9.0,0,263,264
1404,1403,42.81,1669.0,市道1156号線,2,1,9.0,0,264,263
1404,820,64.158,1669.0,県道51号線_7,2,1,6.8,1,264,148
1404,821,84.662,1669.0,県道51号線_7,2,0,6.5,1,264,149
1429,1215,88.632,1669.0,県道39号線_1,2,1,8.0,1,265,227
1429,914,26.14,1669.0,県道39号線_1,2,1,8.0,1,265,163
1429,1430,50.717,50.0,市道1435号線,2,1,3.5,0,265,266
1430,1429,50.717,50.0,市道1435号線,2,1,3.5,0,266,265
1430,1389,126.019,1192.0,市道1439号線,1,1,4.0,0,266,260
1434,96,75.922,1669.0,市道1311号線,2,1,7.3,0,267,13
1434,270,83.161,1629.0,市道1313号線_2,1,1,6.3,0,267,59
1434,1353,122.028,746.2901055,市道1311号線,2,0,5.660641,0,267,254
1435,1434,108.788,1629.0,市道1313号線_1,1,1,6.3,0,268,267
1437,673,150.281,1669.0,県道246号線_2,2,1,7.5,1,269,111
1437,1064,93.426,1669.0,県道246号線_2,2,1,7.5,1,269,195
1437,1435,145.005,1356.993455,市道1313号線_1,1,1,5.17960691,0,269,268
1444,205,93.835,1750.0,県道39号線_8,2,0,7.6,1,270,39
1444,197,86.157,1750.0,県道39号線_8,2,0,7.6,1,270,35
1444,1185,61.319,50.0,市道1208号線,2,1,3.5,0,270,218
1444,1318,172.467,50.0,市道1202号線,2,1,3.5,0,270,248
1447,210,122.871,1529.0,市道1342号線,1,1,5.8,0,271,42
1447,1448,67.739,200.0,市道1339号線,2,1,4.0,0,271,272
1447,938,87.59,1192.0,市道1339号線,1,1,4.0,0,271,167
1448,1280,144.291,1750.0,県道229号線_2,2,0,10.1,1,272,245
1448,444,65.114,1629.0,市道1315号線,1,1,6.3,0,272,78
1448,1447,67.739,200.0,市道1339号線,2,1,4.0,0,272,271
1448,769,59.386,1750.0,県道229号線_2,2,0,10.1,1,272,143
1449,379,140.64,1645.0,市道1139号線,2,0,6.0,0,273,66
1449,1154,181.913,573.9394381,市道1120号線,2,1,4.582822558,1,273,199
1449,383,278.41,376.1671635,市道1135号線,2,1,4.587223878,1,273,68
